# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  9 21:35:53 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN disc_facility:  Discovery Facility
# COLUMN st_spectype:    Spectral Type
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
loc_rowid,pl_name,hostname,default_flag,disc_facility,st_spectype,st_lum,sy_bmag,sy_vmag
20444,Kepler-416 b,Kepler-416,1,Kepler,,,,14.1660000
20445,Kepler-416 b,Kepler-416,0,Kepler,,,,14.1660000
20446,Kepler-416 b,Kepler-416,0,Kepler,,,,14.1660000
20447,Kepler-416 b,Kepler-416,0,Kepler,,,,14.1660000
20448,Kepler-416 b,Kepler-416,0,Kepler,,0.028,,14.1660000
20449,Kepler-416 b,Kepler-416,0,Kepler,,,,14.1660000
20450,Kepler-416 b,Kepler-416,0,Kepler,,,,14.1660000
20451,Kepler-416 b,Kepler-416,0,Kepler,,,,14.1660000
20452,Kepler-416 b,Kepler-416,0,Kepler,,0.028,,14.1660000
20453,Kepler-416 c,Kepler-416,0,Kepler,,0.028,,14.1660000
20454,Kepler-416 c,Kepler-416,0,Kepler,,,,14.1660000
20455,Kepler-416 c,Kepler-416,0,Kepler,,0.028,,14.1660000
20456,Kepler-416 c,Kepler-416,0,Kepler,,,,14.1660000
20457,Kepler-416 c,Kepler-416,0,Kepler,,,,14.1660000
20458,Kepler-416 c,Kepler-416,0,Kepler,,,,14.1660000
20459,Kepler-416 c,Kepler-416,1,Kepler,,,,14.1660000
20460,Kepler-416 c,Kepler-416,0,Kepler,,,,14.1660000
20461,Kepler-416 c,Kepler-416,0,Kepler,,,,14.1660000
20462,Kepler-416 c,Kepler-416,0,Kepler,,,,14.1660000
20463,Kepler-417 b,Kepler-417,0,Kepler,,,14.9590000,15.8640000
20464,Kepler-417 b,Kepler-417,0,Kepler,,,14.9590000,15.8640000
20465,Kepler-417 b,Kepler-417,0,Kepler,,-0.411,14.9590000,15.8640000
20466,Kepler-417 b,Kepler-417,0,Kepler,,,14.9590000,15.8640000
20467,Kepler-417 b,Kepler-417,1,Kepler,,,14.9590000,15.8640000
20468,Kepler-417 b,Kepler-417,0,Kepler,,-0.411,14.9590000,15.8640000
20469,Kepler-417 b,Kepler-417,0,Kepler,,,14.9590000,15.8640000
20470,Kepler-417 b,Kepler-417,0,Kepler,,,14.9590000,15.8640000
20471,Kepler-417 b,Kepler-417,0,Kepler,,,14.9590000,15.8640000
20472,Kepler-417 b,Kepler-417,0,Kepler,,,14.9590000,15.8640000
20473,Kepler-417 c,Kepler-417,0,Kepler,,,14.9590000,15.8640000
20474,Kepler-417 c,Kepler-417,0,Kepler,,,14.9590000,15.8640000
20475,Kepler-417 c,Kepler-417,0,Kepler,,,14.9590000,15.8640000
20476,Kepler-417 c,Kepler-417,0,Kepler,,,14.9590000,15.8640000
20477,Kepler-417 c,Kepler-417,0,Kepler,,-0.411,14.9590000,15.8640000
20478,Kepler-417 c,Kepler-417,0,Kepler,,-0.411,14.9590000,15.8640000
20479,Kepler-417 c,Kepler-417,0,Kepler,,,14.9590000,15.8640000
20480,Kepler-417 c,Kepler-417,0,Kepler,,,14.9590000,15.8640000
20481,Kepler-417 c,Kepler-417,1,Kepler,,,14.9590000,15.8640000
20482,Kepler-417 c,Kepler-417,0,Kepler,,,14.9590000,15.8640000
20483,Kepler-418 b,Kepler-418,0,Kepler,,,16.0980000,14.8240000
20484,Kepler-418 b,Kepler-418,0,Kepler,,,16.0980000,14.8240000
20485,Kepler-418 b,Kepler-418,0,Kepler,,0.111,16.0980000,14.8240000
20486,Kepler-418 b,Kepler-418,0,Kepler,,0.111,16.0980000,14.8240000
20487,Kepler-418 b,Kepler-418,0,Kepler,,0.111,16.0980000,14.8240000
20488,Kepler-418 b,Kepler-418,1,Kepler,,,16.0980000,14.8240000
20489,Kepler-418 b,Kepler-418,0,Kepler,,,16.0980000,14.8240000
20490,Kepler-418 b,Kepler-418,0,Kepler,,,16.0980000,14.8240000
20491,Kepler-418 b,Kepler-418,0,Kepler,,,16.0980000,14.8240000
20492,Kepler-418 b,Kepler-418,0,Kepler,,,16.0980000,14.8240000
20493,Kepler-418 b,Kepler-418,0,Kepler,,,16.0980000,14.8240000
20494,Kepler-418 b,Kepler-418,0,Kepler,,,16.0980000,14.8240000
20495,Kepler-419 b,Kepler-419,0,Kepler,,,13.4980000,13.0890000
20496,Kepler-419 b,Kepler-419,0,Kepler,,,13.4980000,13.0890000
20497,Kepler-419 b,Kepler-419,0,Kepler,,,13.4980000,13.0890000
20498,Kepler-419 b,Kepler-419,1,Kepler,,,13.4980000,13.0890000
20499,Kepler-419 b,Kepler-419,0,Kepler,,0.727,13.4980000,13.0890000
20500,Kepler-419 b,Kepler-419,0,Kepler,,0.727,13.4980000,13.0890000
20501,Kepler-419 b,Kepler-419,0,Kepler,,,13.4980000,13.0890000
20502,Kepler-419 b,Kepler-419,0,Kepler,,,13.4980000,13.0890000
20503,Kepler-419 b,Kepler-419,0,Kepler,,,13.4980000,13.0890000
20504,Kepler-419 b,Kepler-419,0,Kepler,,,13.4980000,13.0890000
20505,Kepler-419 b,Kepler-419,0,Kepler,,,13.4980000,13.0890000
20506,Kepler-419 c,Kepler-419,1,Kepler,,,13.4980000,13.0890000
20507,Kepler-42 b,Kepler-42,0,Kepler,M4 V,,18.1210000,16.7000000
20508,Kepler-42 b,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20509,Kepler-42 b,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20510,Kepler-42 b,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20511,Kepler-42 b,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20512,Kepler-42 b,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20513,Kepler-42 b,Kepler-42,0,Kepler,,-2.511,18.1210000,16.7000000
20514,Kepler-42 b,Kepler-42,0,Kepler,,-2.448,18.1210000,16.7000000
20515,Kepler-42 b,Kepler-42,0,Kepler,,-2.520,18.1210000,16.7000000
20516,Kepler-42 b,Kepler-42,1,Kepler,M,-2.620,18.1210000,16.7000000
20517,Kepler-42 b,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20518,Kepler-42 b,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20519,Kepler-42 c,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20520,Kepler-42 c,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20521,Kepler-42 c,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20522,Kepler-42 c,Kepler-42,0,Kepler,M4 V,,18.1210000,16.7000000
20523,Kepler-42 c,Kepler-42,1,Kepler,M,-2.620,18.1210000,16.7000000
20524,Kepler-42 c,Kepler-42,0,Kepler,,-2.448,18.1210000,16.7000000
20525,Kepler-42 c,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20526,Kepler-42 c,Kepler-42,0,Kepler,,-2.511,18.1210000,16.7000000
20527,Kepler-42 c,Kepler-42,0,Kepler,,-2.520,18.1210000,16.7000000
20528,Kepler-42 c,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20529,Kepler-42 d,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20530,Kepler-42 d,Kepler-42,0,Kepler,M4 V,,18.1210000,16.7000000
20531,Kepler-42 d,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20532,Kepler-42 d,Kepler-42,0,Kepler,,-2.520,18.1210000,16.7000000
20533,Kepler-42 d,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20534,Kepler-42 d,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20535,Kepler-42 d,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20536,Kepler-42 d,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20537,Kepler-42 d,Kepler-42,1,Kepler,M,-2.620,18.1210000,16.7000000
20538,Kepler-42 d,Kepler-42,0,Kepler,,-2.511,18.1210000,16.7000000
20539,Kepler-42 d,Kepler-42,0,Kepler,,,18.1210000,16.7000000
20540,Kepler-42 d,Kepler-42,0,Kepler,,-2.448,18.1210000,16.7000000
20541,Kepler-421 b,Kepler-421,0,Kepler,,-0.341,14.2890000,13.6110000
20542,Kepler-421 b,Kepler-421,0,Kepler,,,14.2890000,13.6110000
20543,Kepler-421 b,Kepler-421,0,Kepler,,,14.2890000,13.6110000
20544,Kepler-421 b,Kepler-421,1,Kepler,G9/K0,-0.398,14.2890000,13.6110000
20545,Kepler-421 b,Kepler-421,0,Kepler,,,14.2890000,13.6110000
20546,Kepler-421 b,Kepler-421,0,Kepler,,,14.2890000,13.6110000
20547,Kepler-422 b,Kepler-422,0,Kepler,,,14.6430000,13.5240000
20548,Kepler-422 b,Kepler-422,0,Kepler,,,14.6430000,13.5240000
20549,Kepler-422 b,Kepler-422,0,Kepler,,0.247,14.6430000,13.5240000
20550,Kepler-422 b,Kepler-422,0,Kepler,,,14.6430000,13.5240000
20551,Kepler-422 b,Kepler-422,1,Kepler,,0.240,14.6430000,13.5240000
20552,Kepler-422 b,Kepler-422,0,Kepler,,,14.6430000,13.5240000
20553,Kepler-422 b,Kepler-422,0,Kepler,,,14.6430000,13.5240000
20554,Kepler-422 b,Kepler-422,0,Kepler,,,14.6430000,13.5240000
20555,Kepler-422 b,Kepler-422,0,Kepler,,0.247,14.6430000,13.5240000
20556,Kepler-422 b,Kepler-422,0,Kepler,,0.247,14.6430000,13.5240000
20557,Kepler-422 b,Kepler-422,0,Kepler,,,14.6430000,13.5240000
20558,Kepler-422 b,Kepler-422,0,Kepler,,,14.6430000,13.5240000
20559,Kepler-423 b,Kepler-423,0,Kepler,,,15.2050000,14.4620000
20560,Kepler-423 b,Kepler-423,0,Kepler,,-0.018,15.2050000,14.4620000
20561,Kepler-423 b,Kepler-423,0,Kepler,,,15.2050000,14.4620000
20562,Kepler-423 b,Kepler-423,0,Kepler,,-0.031,15.2050000,14.4620000
20563,Kepler-423 b,Kepler-423,0,Kepler,,,15.2050000,14.4620000
20564,Kepler-423 b,Kepler-423,0,Kepler,,,15.2050000,14.4620000
20565,Kepler-423 b,Kepler-423,0,Kepler,,,15.2050000,14.4620000
20566,Kepler-423 b,Kepler-423,0,Kepler,,-0.031,15.2050000,14.4620000
20567,Kepler-423 b,Kepler-423,0,Kepler,,,15.2050000,14.4620000
20568,Kepler-423 b,Kepler-423,0,Kepler,,-0.031,15.2050000,14.4620000
20569,Kepler-423 b,Kepler-423,1,Kepler,G4 V,,15.2050000,14.4620000
20570,Kepler-423 b,Kepler-423,0,Kepler,,,15.2050000,14.4620000
20571,Kepler-423 b,Kepler-423,0,Kepler,,,15.2050000,14.4620000
20572,Kepler-424 b,Kepler-424,0,Kepler,,-0.054,15.3260000,14.4290000
20573,Kepler-424 b,Kepler-424,0,Kepler,,-0.054,15.3260000,14.4290000
20574,Kepler-424 b,Kepler-424,0,Kepler,,,15.3260000,14.4290000
20575,Kepler-424 b,Kepler-424,0,Kepler,,,15.3260000,14.4290000
20576,Kepler-424 b,Kepler-424,0,Kepler,,,15.3260000,14.4290000
20577,Kepler-424 b,Kepler-424,0,Kepler,,,15.3260000,14.4290000
20578,Kepler-424 b,Kepler-424,0,Kepler,,-0.054,15.3260000,14.4290000
20579,Kepler-424 b,Kepler-424,0,Kepler,,,15.3260000,14.4290000
20580,Kepler-424 b,Kepler-424,0,Kepler,,,15.3260000,14.4290000
20581,Kepler-424 b,Kepler-424,1,Kepler,,-0.150,15.3260000,14.4290000
20582,Kepler-424 b,Kepler-424,0,Kepler,,,15.3260000,14.4290000
20583,Kepler-424 b,Kepler-424,0,Kepler,,-0.054,15.3260000,14.4290000
20584,Kepler-424 c,Kepler-424,1,McDonald Observatory,,-0.150,15.3260000,14.4290000
20585,Kepler-425 b,Kepler-425,0,Kepler,,,16.0470000,14.8450000
20586,Kepler-425 b,Kepler-425,1,Kepler,K1 V,-0.323,16.0470000,14.8450000
20587,Kepler-425 b,Kepler-425,0,Kepler,,,16.0470000,14.8450000
20588,Kepler-425 b,Kepler-425,0,Kepler,,,16.0470000,14.8450000
20589,Kepler-425 b,Kepler-425,0,Kepler,,,16.0470000,14.8450000
20590,Kepler-425 b,Kepler-425,0,Kepler,,,16.0470000,14.8450000
20591,Kepler-425 b,Kepler-425,0,Kepler,,-0.337,16.0470000,14.8450000
20592,Kepler-425 b,Kepler-425,0,Kepler,,,16.0470000,14.8450000
20593,Kepler-425 b,Kepler-425,0,Kepler,,-0.337,16.0470000,14.8450000
20594,Kepler-425 b,Kepler-425,0,Kepler,,,16.0470000,14.8450000
20595,Kepler-425 b,Kepler-425,0,Kepler,,-0.337,16.0470000,14.8450000
20596,Kepler-425 b,Kepler-425,0,Kepler,,,16.0470000,14.8450000
20597,Kepler-426 b,Kepler-426,0,Kepler,,,15.7360000,15.0320000
20598,Kepler-426 b,Kepler-426,0,Kepler,,-0.148,15.7360000,15.0320000
20599,Kepler-426 b,Kepler-426,0,Kepler,,,15.7360000,15.0320000
20600,Kepler-426 b,Kepler-426,0,Kepler,,,15.7360000,15.0320000
20601,Kepler-426 b,Kepler-426,0,Kepler,,,15.7360000,15.0320000
20602,Kepler-426 b,Kepler-426,0,Kepler,,,15.7360000,15.0320000
20603,Kepler-426 b,Kepler-426,0,Kepler,,,15.7360000,15.0320000
20604,Kepler-426 b,Kepler-426,0,Kepler,,,15.7360000,15.0320000
20605,Kepler-426 b,Kepler-426,0,Kepler,,-0.148,15.7360000,15.0320000
20606,Kepler-426 b,Kepler-426,0,Kepler,,,15.7360000,15.0320000
20607,Kepler-426 b,Kepler-426,0,Kepler,,-0.148,15.7360000,15.0320000
20608,Kepler-426 b,Kepler-426,1,Kepler,G1 V,-0.089,15.7360000,15.0320000
20609,Kepler-427 b,Kepler-427,0,Kepler,,0.245,15.1300000,14.3010000
20610,Kepler-427 b,Kepler-427,0,Kepler,,0.245,15.1300000,14.3010000
20611,Kepler-427 b,Kepler-427,1,Kepler,G2 V,0.290,15.1300000,14.3010000
20612,Kepler-427 b,Kepler-427,0,Kepler,,,15.1300000,14.3010000
20613,Kepler-427 b,Kepler-427,0,Kepler,,0.245,15.1300000,14.3010000
20614,Kepler-427 b,Kepler-427,0,Kepler,,,15.1300000,14.3010000
20615,Kepler-427 b,Kepler-427,0,Kepler,,,15.1300000,14.3010000
20616,Kepler-427 b,Kepler-427,0,Kepler,,,15.1300000,14.3010000
20617,Kepler-427 b,Kepler-427,0,Kepler,,,15.1300000,14.3010000
20618,Kepler-427 b,Kepler-427,0,Kepler,,,15.1300000,14.3010000
20619,Kepler-427 b,Kepler-427,0,Kepler,,,15.1300000,14.3010000
20620,Kepler-427 b,Kepler-427,0,Kepler,,,15.1300000,14.3010000
20621,Kepler-428 b,Kepler-428,0,Kepler,,,16.5840000,15.3620000
20622,Kepler-428 b,Kepler-428,0,Kepler,,,16.5840000,15.3620000
20623,Kepler-428 b,Kepler-428,0,Kepler,,-0.460,16.5840000,15.3620000
20624,Kepler-428 b,Kepler-428,0,Kepler,,-0.460,16.5840000,15.3620000
20625,Kepler-428 b,Kepler-428,1,Kepler,K1 V,-0.390,16.5840000,15.3620000
20626,Kepler-428 b,Kepler-428,0,Kepler,,,16.5840000,15.3620000
20627,Kepler-428 b,Kepler-428,0,Kepler,,,16.5840000,15.3620000
20628,Kepler-428 b,Kepler-428,0,Kepler,,-0.460,16.5840000,15.3620000
20629,Kepler-428 b,Kepler-428,0,Kepler,,,16.5840000,15.3620000
20630,Kepler-428 b,Kepler-428,0,Kepler,,,16.5840000,15.3620000
20631,Kepler-428 b,Kepler-428,0,Kepler,,,16.5840000,15.3620000
20632,Kepler-428 b,Kepler-428,0,Kepler,,,16.5840000,15.3620000
20633,Kepler-43 b,Kepler-43,0,Kepler,,,14.7030000,13.9860000
20634,Kepler-43 b,Kepler-43,0,Kepler,,,14.7030000,13.9860000
20635,Kepler-43 b,Kepler-43,0,Kepler,,,14.7030000,13.9860000
20636,Kepler-43 b,Kepler-43,0,Kepler,G0 IV-V,,14.7030000,13.9860000
20637,Kepler-43 b,Kepler-43,0,Kepler,F8 V,,14.7030000,13.9860000
20638,Kepler-43 b,Kepler-43,0,Kepler,,,14.7030000,13.9860000
20639,Kepler-43 b,Kepler-43,1,Kepler,,,14.7030000,13.9860000
20640,Kepler-43 b,Kepler-43,0,Kepler,,,14.7030000,13.9860000
20641,Kepler-43 b,Kepler-43,0,Kepler,,0.349,14.7030000,13.9860000
20642,Kepler-43 b,Kepler-43,0,Kepler,,0.326,14.7030000,13.9860000
20643,Kepler-43 b,Kepler-43,0,Kepler,,,14.7030000,13.9860000
20644,Kepler-43 b,Kepler-43,0,Kepler,,,14.7030000,13.9860000
20645,Kepler-43 b,Kepler-43,0,Kepler,,,14.7030000,13.9860000
20646,Kepler-43 b,Kepler-43,0,Kepler,,,14.7030000,13.9860000
20647,Kepler-430 b,Kepler-430,0,Kepler,,,14.6360000,13.9080000
20648,Kepler-430 b,Kepler-430,0,Kepler,,0.312,14.6360000,13.9080000
20649,Kepler-430 b,Kepler-430,0,Kepler,,,14.6360000,13.9080000
20650,Kepler-430 b,Kepler-430,0,Kepler,,0.312,14.6360000,13.9080000
20651,Kepler-430 b,Kepler-430,0,Kepler,,,14.6360000,13.9080000
20652,Kepler-430 b,Kepler-430,0,Kepler,,,14.6360000,13.9080000
20653,Kepler-430 b,Kepler-430,0,Kepler,,,14.6360000,13.9080000
20654,Kepler-430 b,Kepler-430,0,Kepler,,,14.6360000,13.9080000
20655,Kepler-430 b,Kepler-430,0,Kepler,,,14.6360000,13.9080000
20656,Kepler-430 b,Kepler-430,1,Kepler,,,14.6360000,13.9080000
20657,Kepler-430 c,Kepler-430,0,Kepler,,0.312,14.6360000,13.9080000
20658,Kepler-430 c,Kepler-430,0,Kepler,,,14.6360000,13.9080000
20659,Kepler-430 c,Kepler-430,0,Kepler,,,14.6360000,13.9080000
20660,Kepler-430 c,Kepler-430,0,Kepler,,,14.6360000,13.9080000
20661,Kepler-430 c,Kepler-430,0,Kepler,,,14.6360000,13.9080000
20662,Kepler-430 c,Kepler-430,0,Kepler,,0.312,14.6360000,13.9080000
20663,Kepler-430 c,Kepler-430,1,Kepler,,,14.6360000,13.9080000
20664,Kepler-430 c,Kepler-430,0,Kepler,,,14.6360000,13.9080000
20665,Kepler-430 c,Kepler-430,0,Kepler,,,14.6360000,13.9080000
20666,Kepler-431 b,Kepler-431,0,Kepler,,0.498,12.8500000,12.1390000
20667,Kepler-431 b,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20668,Kepler-431 b,Kepler-431,1,Kepler,,,12.8500000,12.1390000
20669,Kepler-431 b,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20670,Kepler-431 b,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20671,Kepler-431 b,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20672,Kepler-431 b,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20673,Kepler-431 b,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20674,Kepler-431 b,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20675,Kepler-431 c,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20676,Kepler-431 c,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20677,Kepler-431 c,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20678,Kepler-431 c,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20679,Kepler-431 c,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20680,Kepler-431 c,Kepler-431,0,Kepler,,0.498,12.8500000,12.1390000
20681,Kepler-431 c,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20682,Kepler-431 c,Kepler-431,1,Kepler,,,12.8500000,12.1390000
20683,Kepler-431 c,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20684,Kepler-431 d,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20685,Kepler-431 d,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20686,Kepler-431 d,Kepler-431,0,Kepler,,0.498,12.8500000,12.1390000
20687,Kepler-431 d,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20688,Kepler-431 d,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20689,Kepler-431 d,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20690,Kepler-431 d,Kepler-431,1,Kepler,,,12.8500000,12.1390000
20691,Kepler-431 d,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20692,Kepler-431 d,Kepler-431,0,Kepler,,,12.8500000,12.1390000
20693,Kepler-432 b,Kepler-432,0,Kepler,,,13.4850000,12.3980000
20694,Kepler-432 b,Kepler-432,0,Kepler,,,13.4850000,12.3980000
20695,Kepler-432 b,Kepler-432,1,Kepler,,,13.4850000,12.3980000
20696,Kepler-432 b,Kepler-432,0,Kepler,,,13.4850000,12.3980000
20697,Kepler-432 b,Kepler-432,0,Kepler,,,13.4850000,12.3980000
20698,Kepler-432 b,Kepler-432,0,Kepler,,,13.4850000,12.3980000
20699,Kepler-432 b,Kepler-432,0,Kepler,,,13.4850000,12.3980000
20700,Kepler-432 b,Kepler-432,0,Kepler,,,13.4850000,12.3980000
20701,Kepler-432 b,Kepler-432,0,Kepler,,,13.4850000,12.3980000
20702,Kepler-432 b,Kepler-432,0,Kepler,,,13.4850000,12.3980000
20703,Kepler-432 b,Kepler-432,0,Kepler,,,13.4850000,12.3980000
20704,Kepler-432 b,Kepler-432,0,Kepler,,,13.4850000,12.3980000
20705,Kepler-432 b,Kepler-432,0,Kepler,,,13.4850000,12.3980000
20706,Kepler-432 c,Kepler-432,1,Fred Lawrence Whipple Observatory,,,13.4850000,12.3980000
20707,Kepler-433 b,Kepler-433,0,Kepler,,,15.3730000,14.7170000
20708,Kepler-433 b,Kepler-433,0,Kepler,,0.782,15.3730000,14.7170000
20709,Kepler-433 b,Kepler-433,0,Kepler,,,15.3730000,14.7170000
20710,Kepler-433 b,Kepler-433,0,Kepler,,,15.3730000,14.7170000
20711,Kepler-433 b,Kepler-433,0,Kepler,,,15.3730000,14.7170000
20712,Kepler-433 b,Kepler-433,0,Kepler,,,15.3730000,14.7170000
20713,Kepler-433 b,Kepler-433,1,Kepler,,0.880,15.3730000,14.7170000
20714,Kepler-433 b,Kepler-433,0,Kepler,,,15.3730000,14.7170000
20715,Kepler-433 b,Kepler-433,0,Kepler,,,15.3730000,14.7170000
20716,Kepler-433 b,Kepler-433,0,Kepler,,,15.3730000,14.7170000
20717,Kepler-434 b,Kepler-434,0,Kepler,,,15.2290000,14.4900000
20718,Kepler-434 b,Kepler-434,0,Kepler,,,15.2290000,14.4900000
20719,Kepler-434 b,Kepler-434,0,Kepler,,0.305,15.2290000,14.4900000
20720,Kepler-434 b,Kepler-434,0,Kepler,,,15.2290000,14.4900000
20721,Kepler-434 b,Kepler-434,0,Kepler,,0.305,15.2290000,14.4900000
20722,Kepler-434 b,Kepler-434,1,Kepler,,0.330,15.2290000,14.4900000
20723,Kepler-434 b,Kepler-434,0,Kepler,,,15.2290000,14.4900000
20724,Kepler-434 b,Kepler-434,0,Kepler,,,15.2290000,14.4900000
20725,Kepler-434 b,Kepler-434,0,Kepler,,,15.2290000,14.4900000
20726,Kepler-434 b,Kepler-434,0,Kepler,,,15.2290000,14.4900000
20727,Kepler-434 b,Kepler-434,0,Kepler,,,15.2290000,14.4900000
20728,Kepler-435 b,Kepler-435,0,Kepler,,,14.2280000,13.7040000
20729,Kepler-435 b,Kepler-435,0,Kepler,,,14.2280000,13.7040000
20730,Kepler-435 b,Kepler-435,1,Kepler,,1.129,14.2280000,13.7040000
20731,Kepler-435 b,Kepler-435,0,Kepler,,0.798,14.2280000,13.7040000
20732,Kepler-435 b,Kepler-435,0,Kepler,,0.798,14.2280000,13.7040000
20733,Kepler-435 b,Kepler-435,0,Kepler,,,14.2280000,13.7040000
20734,Kepler-435 b,Kepler-435,0,Kepler,,,14.2280000,13.7040000
20735,Kepler-435 b,Kepler-435,0,Kepler,,,14.2280000,13.7040000
20736,Kepler-435 b,Kepler-435,0,Kepler,,,14.2280000,13.7040000
20737,Kepler-435 b,Kepler-435,0,Kepler,,,14.2280000,13.7040000
20738,Kepler-435 b,Kepler-435,0,Kepler,,0.798,14.2280000,13.7040000
20739,Kepler-435 b,Kepler-435,0,Kepler,,,14.2280000,13.7040000
20740,Kepler-436 b,Kepler-436,0,Kepler,,-0.731,17.4360000,15.9710000
20741,Kepler-436 b,Kepler-436,0,Kepler,,-0.731,17.4360000,15.9710000
20742,Kepler-436 b,Kepler-436,0,Kepler,,,17.4360000,15.9710000
20743,Kepler-436 b,Kepler-436,0,Kepler,,,17.4360000,15.9710000
20744,Kepler-436 b,Kepler-436,0,Kepler,,,17.4360000,15.9710000
20745,Kepler-436 b,Kepler-436,0,Kepler,,,17.4360000,15.9710000
20746,Kepler-436 b,Kepler-436,0,Kepler,,,17.4360000,15.9710000
20747,Kepler-436 b,Kepler-436,1,Kepler,,-0.701,17.4360000,15.9710000
20748,Kepler-436 b,Kepler-436,0,Kepler,,-0.731,17.4360000,15.9710000
20749,Kepler-436 b,Kepler-436,0,Kepler,,,17.4360000,15.9710000
20750,Kepler-436 c,Kepler-436,0,Kepler,,,17.4360000,15.9710000
20751,Kepler-436 c,Kepler-436,1,Kepler,,,17.4360000,15.9710000
20752,Kepler-436 c,Kepler-436,0,Kepler,,-0.731,17.4360000,15.9710000
20753,Kepler-436 c,Kepler-436,0,Kepler,,,17.4360000,15.9710000
20754,Kepler-436 c,Kepler-436,0,Kepler,,-0.731,17.4360000,15.9710000
20755,Kepler-436 c,Kepler-436,0,Kepler,,,17.4360000,15.9710000
20756,Kepler-436 c,Kepler-436,0,Kepler,,-0.731,17.4360000,15.9710000
20757,Kepler-436 c,Kepler-436,0,Kepler,,,17.4360000,15.9710000
20758,Kepler-436 c,Kepler-436,0,Kepler,,,17.4360000,15.9710000
20759,Kepler-436 c,Kepler-436,0,Kepler,,,17.4360000,15.9710000
20760,Kepler-437 b,Kepler-437,0,Kepler,,,16.1660000,14.6280000
20761,Kepler-437 b,Kepler-437,0,Kepler,,,16.1660000,14.6280000
20762,Kepler-437 b,Kepler-437,1,Kepler,,-0.762,16.1660000,14.6280000
20763,Kepler-437 b,Kepler-437,0,Kepler,,,16.1660000,14.6280000
20764,Kepler-437 b,Kepler-437,0,Kepler,,,16.1660000,14.6280000
20765,Kepler-437 b,Kepler-437,0,Kepler,,,16.1660000,14.6280000
20766,Kepler-437 b,Kepler-437,0,Kepler,,,16.1660000,14.6280000
20767,Kepler-437 b,Kepler-437,0,Kepler,,,16.1660000,14.6280000
20768,Kepler-438 b,Kepler-438,0,Kepler,,,16.5980000,15.1040000
20769,Kepler-438 b,Kepler-438,1,Kepler,,-1.357,16.5980000,15.1040000
20770,Kepler-438 b,Kepler-438,0,Kepler,,,16.5980000,15.1040000
20771,Kepler-438 b,Kepler-438,0,Kepler,,,16.5980000,15.1040000
20772,Kepler-438 b,Kepler-438,0,Kepler,,-1.113,16.5980000,15.1040000
20773,Kepler-438 b,Kepler-438,0,Kepler,,-1.113,16.5980000,15.1040000
20774,Kepler-438 b,Kepler-438,0,Kepler,,,16.5980000,15.1040000
20775,Kepler-438 b,Kepler-438,0,Kepler,,,16.5980000,15.1040000
20776,Kepler-438 b,Kepler-438,0,Kepler,,-1.113,16.5980000,15.1040000
20777,Kepler-438 b,Kepler-438,0,Kepler,,-1.113,16.5980000,15.1040000
20778,Kepler-439 b,Kepler-439,0,Kepler,,,15.5350000,14.6540000
